DATE;TICKER;VALUE;VALUE_D-1;TYPOLOGY;LABEL;ENTITIES;VARV;VARP;DERNIERE_DATE;W_L;DATE_MAJ
2020-02-24;^GSPC;3225,889893;3337,75;INDICE;S&P 500;AMERICAS;-111,86010699999997;-0,0335136265448281;0;0,0;2021/10/06 22:00:01
2020-02-25;^GSPC;3128,209961;3225,889893;INDICE;S&P 500;AMERICAS;-97,67993200000001;-0,03027999567249954;0;0,0;2021/10/06 22:00:01
2020-02-26;^GSPC;3116,389893;3128,209961;INDICE;S&P 500;AMERICAS;-11,820067999999992;-0,0037785404903644803;0;0,0;2021/10/06 22:00:01
2020-02-27;^GSPC;2978,76001;3116,389893;INDICE;S&P 500;AMERICAS;-137,62988300000006;-0,044163242638266396;0;0,0;2021/10/06 22:00:01
2020-02-28;^GSPC;2954,219971;2978,76001;INDICE;S&P 500;AMERICAS;-24,54003899999998;-0,0082383404227318;0;0,0;2021/10/06 22:00:01
2020-03-02;^GSPC;3090,22998;2954,219971;INDICE;S&P 500;AMERICAS;136,01000900000008;0,04603922874232038;0;1,0;2021/10/06 22:00:01
2020-03-03;^GSPC;3003,370117;3090,22998;INDICE;S&P 500;AMERICAS;-86,85986300000013;-0,02810789603432691;0;0,0;2021/10/06 22:00:01
2020-03-04;^GSPC;3130,120117;3003,370117;INDICE;S&P 500;AMERICAS;126,75;0,04220259077712599;0;1,0;2021/10/06 22:00:01
2020-03-05;^GSPC;3023,939941;3130,120117;INDICE;S&P 500;AMERICAS;-106,18017599999985;-0,03392207711880593;0;0,0;2021/10/06 22:00:01
2020-03-06;^GSPC;2972,370117;3023,939941;INDICE;S&P 500;AMERICAS;-51,56982400000015;-0,017053851930321835;0;0,0;2021/10/06 22:00:01
2020-03-09;^GSPC;2746,560059;2972,370117;INDICE;S&P 500;AMERICAS;-225,81005800000003;-0,07596969728248686;0;0,0;2021/10/06 22:00:01
2020-03-10;^GSPC;2882,22998;2746,560059;INDICE;S&P 500;AMERICAS;135,66992100000016;0,04939630595567478;0;1,0;2021/10/06 22:00:01
2020-03-11;^GSPC;2741,379883;2882,22998;INDICE;S&P 500;AMERICAS;-140,850097;-0,048868444911533394;0;0,0;2021/10/06 22:00:01
2020-03-12;^GSPC;2480,639893;2741,379883;INDICE;S&P 500;AMERICAS;-260,73999000000003;-0,09511268088633597;0;0,0;2021/10/06 22:00:01
2020-03-13;^GSPC;2711,02002;2480,639893;INDICE;S&P 500;AMERICAS;230,3801269999999;0,0928712497328204;0;1,0;2021/10/06 22:00:01
2020-03-16;^GSPC;2386,129883;2711,02002;INDICE;S&P 500;AMERICAS;-324,89013699999987;-0,1198405524869565;0;0,0;2021/10/06 22:00:01
2020-03-17;^GSPC;2529,189941;2386,129883;INDICE;S&P 500;AMERICAS;143,06005800000003;0,059954849490479314;0;1,0;2021/10/06 22:00:01
2020-03-18;^GSPC;2398,100098;2529,189941;INDICE;S&P 500;AMERICAS;-131,0898430000002;-0,05183076244094559;0;0,0;2021/10/06 22:00:01
2020-03-19;^GSPC;2409,389893;2398,100098;INDICE;S&P 500;AMERICAS;11,28979500000014;0,004707808072488616;0;1,0;2021/10/06 22:00:01
2020-03-20;^GSPC;2304,919922;2409,389893;INDICE;S&P 500;AMERICAS;-104,46997099999999;-0,043359512424085686;0;0,0;2021/10/06 22:00:01
2020-03-23;^GSPC;2237,399902;2304,919922;INDICE;S&P 500;AMERICAS;-67,52001999999993;-0,02929386802358504;0;0,0;2021/10/06 22:00:01
2020-03-24;^GSPC;2447,330078;2237,399902;INDICE;S&P 500;AMERICAS;209,93017599999985;0,09382773987446069;0;1,0;2021/10/06 22:00:01
2020-03-25;^GSPC;2475,560059;2447,330078;INDICE;S&P 500;AMERICAS;28,229980999999952;0,011535011665884472;0;1,0;2021/10/06 22:00:01
2020-03-26;^GSPC;2630,070068;2475,560059;INDICE;S&P 500;AMERICAS;154,51000900000008;0,0624141629843609;0;1,0;2021/10/06 22:00:01
2020-03-27;^GSPC;2541,469971;2630,070068;INDICE;S&P 500;AMERICAS;-88,600097;-0,03368735231733758;0;0,0;2021/10/06 22:00:01
2020-03-30;^GSPC;2626,649902;2541,469971;INDICE;S&P 500;AMERICAS;85,17993100000012;0,0335160092277164;0;1,0;2021/10/06 22:00:01
2020-03-31;^GSPC;2584,590088;2626,649902;INDICE;S&P 500;AMERICAS;-42,05981400000019;-0,016012721744140604;0;0,0;2021/10/06 22:00:01
2020-04-01;^GSPC;2470,5;2584,590088;INDICE;S&P 500;AMERICAS;-114,09008799999992;-0,04414243037211552;0;0,0;2021/10/06 22:00:01
2020-04-02;^GSPC;2526,899902;2470,5;INDICE;S&P 500;AMERICAS;56,39990200000011;0,022829347095729653;0;1,0;2021/10/06 22:00:01
2020-04-03;^GSPC;2488,649902;2526,899902;INDICE;S&P 500;AMERICAS;-38,25;-0,015137125127008691;0;0,0;2021/10/06 22:00:01
2020-04-06;^GSPC;2663,679932;2488,649902;INDICE;S&P 500;AMERICAS;175,0300299999999;0,07033131894499794;0;1,0;2021/10/06 22:00:01
2020-04-07;^GSPC;2659,409912;2663,679932;INDICE;S&P 500;AMERICAS;-4,270019999999931;-0,001603052960193241;0;0,0;2021/10/06 22:00:01
2020-04-08;^GSPC;2749,97998;2659,409912;INDICE;S&P 500;AMERICAS;90,57006799999999;0,03405645274589771;0;1,0;2021/10/06 22:00:01
2020-04-09;^GSPC;2789,820068;2749,97998;INDICE;S&P 500;AMERICAS;39,84008799999992;0,014487410195618923;0;1,0;2021/10/06 22:00:01
2020-04-13;^GSPC;2761,629883;2789,820068;INDICE;S&P 500;AMERICAS;-28,19018499999993;-0,01010466062788388;0;0,0;2021/10/06 22:00:01
2020-04-14;^GSPC;2846,060059;2761,629883;INDICE;S&P 500;AMERICAS;84,43017599999985;0,030572589223390817;0;1,0;2021/10/06 22:00:01
2020-04-15;^GSPC;2783,360107;2846,060059;INDICE;S&P 500;AMERICAS;-62,69995199999994;-0,022030438817243505;0;0,0;2021/10/06 22:00:01
2020-04-16;^GSPC;2799,550049;2783,360107;INDICE;S&P 500;AMERICAS;16,189941999999974;0,005816689676367476;0;1,0;2021/10/06 22:00:01
2020-04-17;^GSPC;2874,560059;2799,550049;INDICE;S&P 500;AMERICAS;75,01000999999997;0,026793594930297305;0;1,0;2021/10/06 22:00:01
2020-04-20;^GSPC;2823,159912;2874,560059;INDICE;S&P 500;AMERICAS;-51,40014699999983;-0,017881048210862876;0;0,0;2021/10/06 22:00:01
2020-04-21;^GSPC;2736,560059;2823,159912;INDICE;S&P 500;AMERICAS;-86,59985300000017;-0,03067479551261075;0;0,0;2021/10/06 22:00:01
2020-04-22;^GSPC;2799,310059;2736,560059;INDICE;S&P 500;AMERICAS;62,75;0,022930247700439745;0;1,0;2021/10/06 22:00:01
2020-04-23;^GSPC;2797,800049;2799,310059;INDICE;S&P 500;AMERICAS;-1,5100099999999657;-0,0005394222033908555;0;0,0;2021/10/06 22:00:01
2020-04-24;^GSPC;2836,73999;2797,800049;INDICE;S&P 500;AMERICAS;38,93994100000009;0,013918057158487129;0;1,0;2021/10/06 22:00:01
2020-04-27;^GSPC;2878,47998;2836,73999;INDICE;S&P 500;AMERICAS;41,739990000000034;0,014714069723394013;0;1,0;2021/10/06 22:00:01
2020-04-28;^GSPC;2863,389893;2878,47998;INDICE;S&P 500;AMERICAS;-15,09008700000004;-0,00524238038994457;0;0,0;2021/10/06 22:00:01
2020-04-29;^GSPC;2939,51001;2863,389893;INDICE;S&P 500;AMERICAS;76,12011699999994;0,02658391621276842;0;1,0;2021/10/06 22:00:01
2020-04-30;^GSPC;2912,429932;2939,51001;INDICE;S&P 500;AMERICAS;-27,080077999999958;-0,009212446260728998;0;0,0;2021/10/06 22:00:01
2020-05-01;^GSPC;2830,709961;2912,429932;INDICE;S&P 500;AMERICAS;-81,71997099999999;-0,028059034176963673;0;0,0;2021/10/06 22:00:01
2020-05-04;^GSPC;2842,73999;2830,709961;INDICE;S&P 500;AMERICAS;12,030029000000013;0,004249827487006187;0;1,0;2021/10/06 22:00:01
2020-05-05;^GSPC;2868,439941;2842,73999;INDICE;S&P 500;AMERICAS;25,699951000000056;0,009040556326081745;0;1,0;2021/10/06 22:00:01
2020-05-06;^GSPC;2848,419922;2868,439941;INDICE;S&P 500;AMERICAS;-20,020019000000048;-0,006979410206169642;0;0,0;2021/10/06 22:00:01
2020-05-07;^GSPC;2881,189941;2848,419922;INDICE;S&P 500;AMERICAS;32,77001900000005;0,011504630601302208;0;1,0;2021/10/06 22:00:01
2020-05-08;^GSPC;2929,800049;2881,189941;INDICE;S&P 500;AMERICAS;48,610107999999855;0,016871538841735756;0;1,0;2021/10/06 22:00:01
2020-05-11;^GSPC;2930,189941;2929,800049;INDICE;S&P 500;AMERICAS;0,38989200000014534;0,0001330780235781699;0;1,0;2021/10/06 22:00:01
2020-05-12;^GSPC;2870,120117;2930,189941;INDICE;S&P 500;AMERICAS;-60,06982400000015;-0,020500317457065542;0;0,0;2021/10/06 22:00:01
2020-05-13;^GSPC;2820,0;2870,120117;INDICE;S&P 500;AMERICAS;-50,12011699999994;-0,017462724540040542;0;0,0;2021/10/06 22:00:01
2020-05-14;^GSPC;2852,5;2820,0;INDICE;S&P 500;AMERICAS;32,5;0,01152482269503546;0;1,0;2021/10/06 22:00:01
2020-05-15;^GSPC;2863,699951;2852,5;INDICE;S&P 500;AMERICAS;11,199951000000056;0,003926363190184069;0;1,0;2021/10/06 22:00:01
2020-05-18;^GSPC;2953,909912;2863,699951;INDICE;S&P 500;AMERICAS;90,20996100000002;0,03150119165539631;0;1,0;2021/10/06 22:00:01
2020-05-19;^GSPC;2922,939941;2953,909912;INDICE;S&P 500;AMERICAS;-30,969970999999987;-0,010484399295383787;0;0,0;2021/10/06 22:00:01
2020-05-20;^GSPC;2971,610107;2922,939941;INDICE;S&P 500;AMERICAS;48,67016599999988;0,016651100256048636;0;1,0;2021/10/06 22:00:01
2020-05-21;^GSPC;2948,51001;2971,610107;INDICE;S&P 500;AMERICAS;-23,100097000000005;-0,0077735961880008525;0;0,0;2021/10/06 22:00:01
2020-05-22;^GSPC;2955,449951;2948,51001;INDICE;S&P 500;AMERICAS;6,93994100000009;0,0023537111885199567;0;1,0;2021/10/06 22:00:01
2020-05-26;^GSPC;2991,77002;2955,449951;INDICE;S&P 500;AMERICAS;36,320068999999876;0,012289184253555263;0;1,0;2021/10/06 22:00:01
2020-05-27;^GSPC;3036,129883;2991,77002;INDICE;S&P 500;AMERICAS;44,35986300000013;0,014827297119582786;0;1,0;2021/10/06 22:00:01
2020-05-28;^GSPC;3029,72998;3036,129883;INDICE;S&P 500;AMERICAS;-6,399902999999995;-0,002107914762090563;0;0,0;2021/10/06 22:00:01
2020-05-29;^GSPC;3044,310059;3029,72998;INDICE;S&P 500;AMERICAS;14,580078999999841;0,004812336114520622;0;1,0;2021/10/06 22:00:01
2020-06-01;^GSPC;3055,72998;3044,310059;INDICE;S&P 500;AMERICAS;11,419921000000159;0,0037512345256157623;0;1,0;2021/10/06 22:00:01
2020-06-02;^GSPC;3080,820068;3055,72998;INDICE;S&P 500;AMERICAS;25,090087999999923;0,008210832817106413;0;1,0;2021/10/06 22:00:01
2020-06-03;^GSPC;3122,870117;3080,820068;INDICE;S&P 500;AMERICAS;42,050048999999944;0,013648979191211871;0;1,0;2021/10/06 22:00:01
2020-06-04;^GSPC;3112,350098;3122,870117;INDICE;S&P 500;AMERICAS;-10,520019000000048;-0,0033687020612007245;0;0,0;2021/10/06 22:00:01
2020-06-05;^GSPC;3193,929932;3112,350098;INDICE;S&P 500;AMERICAS;81,57983400000012;0,02621165082052415;0;1,0;2021/10/06 22:00:01
2020-06-08;^GSPC;3232,389893;3193,929932;INDICE;S&P 500;AMERICAS;38,45996100000002;0,012041579439382648;0;1,0;2021/10/06 22:00:01
2020-06-09;^GSPC;3207,179932;3232,389893;INDICE;S&P 500;AMERICAS;-25,20996100000002;-0,007799170840929251;0;0,0;2021/10/06 22:00:01
2020-06-10;^GSPC;3190,139893;3207,179932;INDICE;S&P 500;AMERICAS;-17,04003899999998;-0,005313091052354458;0;0,0;2021/10/06 22:00:01
2020-06-11;^GSPC;3002,100098;3190,139893;INDICE;S&P 500;AMERICAS;-188,03979500000014;-0,058944059291132826;0;0,0;2021/10/06 22:00:01
2020-06-12;^GSPC;3041,310059;3002,100098;INDICE;S&P 500;AMERICAS;39,20996100000002;0,01306084398255798;0;1,0;2021/10/06 22:00:01
2020-06-15;^GSPC;3066,590088;3041,310059;INDICE;S&P 500;AMERICAS;25,280029000000013;0,008312216942560678;0;1,0;2021/10/06 22:00:01
2020-06-16;^GSPC;3124,73999;3066,590088;INDICE;S&P 500;AMERICAS;58,14990200000011;0,018962398081031073;0;1,0;2021/10/06 22:00:01
2020-06-17;^GSPC;3113,48999;3124,73999;INDICE;S&P 500;AMERICAS;-11,25;-0,003600299556444055;0;0,0;2021/10/06 22:00:01
2020-06-18;^GSPC;3115,340088;3113,48999;INDICE;S&P 500;AMERICAS;1,850097999999889;0,000594219992979611;0;1,0;2021/10/06 22:00:01
2020-06-19;^GSPC;3097,73999;3115,340088;INDICE;S&P 500;AMERICAS;-17,60009799999989;-0,0056494949196056726;0;0,0;2021/10/06 22:00:01
2020-06-22;^GSPC;3117,860107;3097,73999;INDICE;S&P 500;AMERICAS;20,120116999999937;0,006495095477654965;0;1,0;2021/10/06 22:00:01
2020-06-23;^GSPC;3131,290039;3117,860107;INDICE;S&P 500;AMERICAS;13,429932000000008;0,004307419685010264;0;1,0;2021/10/06 22:00:01
2020-06-24;^GSPC;3050,330078;3131,290039;INDICE;S&P 500;AMERICAS;-80,95996100000002;-0,025855145959540422;0;0,0;2021/10/06 22:00:01
2020-06-25;^GSPC;3083,76001;3050,330078;INDICE;S&P 500;AMERICAS;33,42993200000001;0,010959447386074003;0;1,0;2021/10/06 22:00:01
2020-06-26;^GSPC;3009,050049;3083,76001;INDICE;S&P 500;AMERICAS;-74,70996100000002;-0,02422690506321211;0;0,0;2021/10/06 22:00:01
2020-06-29;^GSPC;3053,23999;3009,050049;INDICE;S&P 500;AMERICAS;44,18994100000009;0,014685678297270518;0;1,0;2021/10/06 22:00:01
2020-06-30;^GSPC;3100,290039;3053,23999;INDICE;S&P 500;AMERICAS;47,050048999999944;0,015409875789030244;0;1,0;2021/10/06 22:00:01
2020-07-01;^GSPC;3115,860107;3100,290039;INDICE;S&P 500;AMERICAS;15,570067999999992;0,005022132705049146;0;1,0;2021/10/06 22:00:01
2020-07-02;^GSPC;3130,01001;3115,860107;INDICE;S&P 500;AMERICAS;14,149902999999995;0,004541251055594967;0;1,0;2021/10/06 22:00:01
2020-07-06;^GSPC;3179,719971;3130,01001;INDICE;S&P 500;AMERICAS;49,70996100000002;0,01588172588623767;0;1,0;2021/10/06 22:00:01
2020-07-07;^GSPC;3145,320068;3179,719971;INDICE;S&P 500;AMERICAS;-34,399902999999995;-0,010818532233573217;0;0,0;2021/10/06 22:00:01
2020-07-08;^GSPC;3169,939941;3145,320068;INDICE;S&P 500;AMERICAS;24,619873000000098;0,007827461901406754;0;1,0;2021/10/06 22:00:01
2020-07-09;^GSPC;3152,050049;3169,939941;INDICE;S&P 500;AMERICAS;-17,889892000000145;-0,005643605977707117;0;0,0;2021/10/06 22:00:01
2020-07-10;^GSPC;3185,040039;3152,050049;INDICE;S&P 500;AMERICAS;32,989990000000034;0,010466201198317341;0;1,0;2021/10/06 22:00:01
2020-07-13;^GSPC;3155,219971;3185,040039;INDICE;S&P 500;AMERICAS;-29,820067999999992;-0,009362541015139808;0;0,0;2021/10/06 22:00:01
2020-07-14;^GSPC;3197,52002;3155,219971;INDICE;S&P 500;AMERICAS;42,300048999999944;0,013406370835879812;0;1,0;2021/10/06 22:00:01
2020-07-15;^GSPC;3226,560059;3197,52002;INDICE;S&P 500;AMERICAS;29,04003899999998;0,009082050720045212;0;1,0;2021/10/06 22:00:01
2020-07-16;^GSPC;3215,570068;3226,560059;INDICE;S&P 500;AMERICAS;-10,989990999999918;-0,003406101482396091;0;0,0;2021/10/06 22:00:01
2020-07-17;^GSPC;3224,72998;3215,570068;INDICE;S&P 500;AMERICAS;9,159912000000077;0,0028486121609215317;0;1,0;2021/10/06 22:00:01
2020-07-20;^GSPC;3251,840088;3224,72998;INDICE;S&P 500;AMERICAS;27,110107999999855;0,00840693892764313;0;1,0;2021/10/06 22:00:01
2020-07-21;^GSPC;3257,300049;3251,840088;INDICE;S&P 500;AMERICAS;5,459961000000021;0,0016790373610770313;0;1,0;2021/10/06 22:00:01
2020-07-22;^GSPC;3276,02002;3257,300049;INDICE;S&P 500;AMERICAS;18,719970999999987;0,005747082159577859;0;1,0;2021/10/06 22:00:01
2020-07-23;^GSPC;3235,659912;3276,02002;INDICE;S&P 500;AMERICAS;-40,360107999999855;-0,012319859998901917;0;0,0;2021/10/06 22:00:01
2020-07-24;^GSPC;3215,629883;3235,659912;INDICE;S&P 500;AMERICAS;-20,030029000000013;-0,0061903999631466875;0;0,0;2021/10/06 22:00:01
2020-07-27;^GSPC;3239,409912;3215,629883;INDICE;S&P 500;AMERICAS;23,780029000000013;0,007395138702285786;0;1,0;2021/10/06 22:00:01
2020-07-28;^GSPC;3218,439941;3239,409912;INDICE;S&P 500;AMERICAS;-20,969970999999987;-0,006473392244161284;0;0,0;2021/10/06 22:00:01
2020-07-29;^GSPC;3258,439941;3218,439941;INDICE;S&P 500;AMERICAS;40,0;0,012428381679718907;0;1,0;2021/10/06 22:00:01
2020-07-30;^GSPC;3246,219971;3258,439941;INDICE;S&P 500;AMERICAS;-12,219970000000103;-0,003750251722070977;0;0,0;2021/10/06 22:00:01
2020-07-31;^GSPC;3271,120117;3246,219971;INDICE;S&P 500;AMERICAS;24,90014599999995;0,007670504840227893;0;1,0;2021/10/06 22:00:01
2020-08-03;^GSPC;3294,610107;3271,120117;INDICE;S&P 500;AMERICAS;23,489990000000034;0,007181023368088086;0;1,0;2021/10/06 22:00:01
2020-08-04;^GSPC;3306,51001;3294,610107;INDICE;S&P 500;AMERICAS;11,899902999999995;0,0036119305816237498;0;1,0;2021/10/06 22:00:01
2020-08-05;^GSPC;3327,77002;3306,51001;INDICE;S&P 500;AMERICAS;21,260009999999966;0,006429743123626584;0;1,0;2021/10/06 22:00:01
2020-08-06;^GSPC;3349,159912;3327,77002;INDICE;S&P 500;AMERICAS;21,389892000000145;0,006427695385031489;0;1,0;2021/10/06 22:00:01
2020-08-07;^GSPC;3351,280029;3349,159912;INDICE;S&P 500;AMERICAS;2,1201169999999365;0,0006330294926807116;0;1,0;2021/10/06 22:00:01
2020-08-10;^GSPC;3360,469971;3351,280029;INDICE;S&P 500;AMERICAS;9,189941999999974;0,0027422184718900356;0;1,0;2021/10/06 22:00:01
2020-08-11;^GSPC;3333,689941;3360,469971;INDICE;S&P 500;AMERICAS;-26,780029999999897;-0,007969132362766142;0;0,0;2021/10/06 22:00:01
2020-08-12;^GSPC;3380,350098;3333,689941;INDICE;S&P 500;AMERICAS;46,6601569999998;0,013996549716919158;0;1,0;2021/10/06 22:00:01
2020-08-13;^GSPC;3373,429932;3380,350098;INDICE;S&P 500;AMERICAS;-6,920165999999881;-0,0020471743456673998;0;0,0;2021/10/06 22:00:01
2020-08-14;^GSPC;3372,850098;3373,429932;INDICE;S&P 500;AMERICAS;-0,579834000000119;-0,00017188262738166723;0;0,0;2021/10/06 22:00:01
2020-08-17;^GSPC;3381,98999;3372,850098;INDICE;S&P 500;AMERICAS;9,139892000000145;0,002709842339397126;0;1,0;2021/10/06 22:00:01
2020-08-18;^GSPC;3389,780029;3381,98999;INDICE;S&P 500;AMERICAS;7,790038999999979;0,0023033891356964006;0;1,0;2021/10/06 22:00:01
2020-08-19;^GSPC;3374,850098;3389,780029;INDICE;S&P 500;AMERICAS;-14,929931000000124;-0,004404395232809404;0;0,0;2021/10/06 22:00:01
2020-08-20;^GSPC;3385,51001;3374,850098;INDICE;S&P 500;AMERICAS;10,659912000000077;0,003158632736404305;0;1,0;2021/10/06 22:00:01
2020-08-21;^GSPC;3397,159912;3385,51001;INDICE;S&P 500;AMERICAS;11,649902000000111;0,003441106942702589;0;1,0;2021/10/06 22:00:01
2020-08-24;^GSPC;3431,280029;3397,159912;INDICE;S&P 500;AMERICAS;34,12011699999994;0,01004371824813878;0;1,0;2021/10/06 22:00:01
2020-08-25;^GSPC;3443,620117;3431,280029;INDICE;S&P 500;AMERICAS;12,340087999999923;0,0035963511854776465;0;1,0;2021/10/06 22:00:01
2020-08-26;^GSPC;3478,72998;3443,620117;INDICE;S&P 500;AMERICAS;35,10986300000013;0,010195626058366453;0;1,0;2021/10/06 22:00:01
2020-08-27;^GSPC;3484,550049;3478,72998;INDICE;S&P 500;AMERICAS;5,820068999999876;0,0016730441952841294;0;1,0;2021/10/06 22:00:01
2020-08-28;^GSPC;3508,01001;3484,550049;INDICE;S&P 500;AMERICAS;23,45996100000002;0,006732565372890135;0;1,0;2021/10/06 22:00:01
2020-08-31;^GSPC;3500,310059;3508,01001;INDICE;S&P 500;AMERICAS;-7,6999510000000555;-0,0021949626648870525;0;0,0;2021/10/06 22:00:01
2020-09-01;^GSPC;3526,649902;3500,310059;INDICE;S&P 500;AMERICAS;26,3398430000002;0,007525002801473308;0;1,0;2021/10/06 22:00:01
2020-09-02;^GSPC;3580,840088;3526,649902;INDICE;S&P 500;AMERICAS;54,19018599999981;0,015365910284791237;0;1,0;2021/10/06 22:00:01
2020-09-03;^GSPC;3455,060059;3580,840088;INDICE;S&P 500;AMERICAS;-125,78002900000001;-0,035125843631361856;0;0,0;2021/10/06 22:00:01
2020-09-04;^GSPC;3426,959961;3455,060059;INDICE;S&P 500;AMERICAS;-28,10009799999989;-0,008133027362810278;0;0,0;2021/10/06 22:00:01
